company_name,job_title,job_category,skill_tested,interview_question,response,rating,id
marcus evans,Business Development Manager  ,Behavioural,social,Solving many problems on the spot,I am able to effectively communicate with others and build consensus.,3.0,10809
PhoneWatch,Business Development Manager  ,Behavioural,social,Why shld we hire you,I am a hard worker with a strong work ethic.,1.0,10810
PhoneWatch,Business Development Manager  ,Behavioural,social,Why shld we hire you,I am a team player with excellent communication and interpersonal skills.,2.0,10811
PhoneWatch,Business Development Manager  ,Behavioural,social,Why shld we hire you,I am a strategic thinker with a deep understanding of the telecommunications industry.,3.0,10812
PhoneWatch,Business Development Manager  ,Behavioural,social,Why shld we hire you,I am a highly motivated and results-oriented individual with a strong passion for sales and business development.,4.0,10813
PhoneWatch,Business Development Manager  ,Behavioural,social,Why shld we hire you,I have a proven track record of success in developing and executing business plans that have resulted in significant growth for my previous employers.,5.0,10814
Xoxoday,Corporate Relationship Manager/Business Development Manager  ,Behavioural,social,what you are doing in your present role,"I am a recent graduate, and I am currently looking for my first job in sales. I am eager to learn and grow, and I am confident that I can make a significant contribution to your team.",1.0,10815
Xoxoday,Corporate Relationship Manager/Business Development Manager  ,Behavioural,social,what you are doing in your present role,"I am responsible for providing support to our sales team, including developing sales materials, tracking leads, and providing training. I also work with our marketing team to develop and execute marketing campaigns that support our sales efforts.",2.0,10816
Xoxoday,Corporate Relationship Manager/Business Development Manager  ,Behavioural,social,what you are doing in your present role,"I am currently a Corporate Relationship Manager at Xoxoday, where I focus on developing and maintaining relationships with key accounts. I work closely with our sales team to identify and close new business opportunities, and I also provide support to our existing customers.",5.0,10817
Xoxoday,Corporate Relationship Manager/Business Development Manager  ,Behavioural,social,what you are doing in your present role,"I am responsible for developing and executing a strategic plan for my territory, which includes identifying new opportunities, developing relationships with key decision-makers, and closing deals. I also work closely with our marketing team to develop and execute marketing campaigns that support my sales efforts.",4.0,10818
Xoxoday,Corporate Relationship Manager/Business Development Manager  ,Behavioural,social,what you are doing in your present role,"I am responsible for managing a team of account managers, who are responsible for developing and maintaining relationships with our key accounts. I provide guidance and support to my team, and I work with them to develop and execute sales strategies that meet our business goals.",3.0,10819
Monster Worldwide,Business Development Manager  ,Behavioural,social,Talked through previous billings,"4. ""I'm proud to say that my previous billings were always above target.""",4.0,10820
Monster Worldwide,Business Development Manager  ,Behavioural,social,Talked through previous billings,"3. ""My previous billings were always on time and accurate.""",3.0,10821
Monster Worldwide,Business Development Manager  ,Behavioural,social,Talked through previous billings,"1. ""I'm not sure what you're asking.""",1.0,10822
Monster Worldwide,Business Development Manager  ,Behavioural,social,Talked through previous billings,"5. ""I have a proven track record of consistently exceeding billing targets.""",5.0,10823
Monster Worldwide,Business Development Manager  ,Behavioural,social,Talked through previous billings,"2. ""I'm not comfortable discussing previous billings.""",2.0,10824
Siemens,National Business Development Manager  ,Behavioural,social,Background in Homeland Security,"I have a basic understanding of homeland security, and I am eager to learn more about the field.",3.0,10825
Siemens,National Business Development Manager  ,Behavioural,social,Background in Homeland Security,"I have a strong background in homeland security, and I am confident that I can use my skills and experience to help Siemens protect our country.",4.0,10826
Siemens,National Business Development Manager  ,Behavioural,social,Background in Homeland Security,"I am not familiar with homeland security, but I am willing to learn.",2.0,10827
Siemens,National Business Development Manager  ,Behavioural,social,Background in Homeland Security,"I have 5 years of experience working in Homeland Security, and I have a deep understanding of the challenges and threats facing our nation.",5.0,10828
Siemens,National Business Development Manager  ,Behavioural,social,Background in Homeland Security,"I have no experience in homeland security, and I do not believe that I am qualified for this position.",1.0,10829
Siemens,Business Development Manager  ,Behavioural,social,Why Siemens Why this position Walk me through your CV,"3. Siemens is a well-respected company with a strong track record of success. I am confident that I can learn and grow a lot at Siemens, and I am excited to be a part of this company.",3.0,10830
Siemens,Business Development Manager  ,Behavioural,social,Why Siemens Why this position Walk me through your CV,4. Siemens is a large company with a lot of opportunities for growth. I am confident that I can find a role at Siemens that is a good fit for my skills and interests.,2.0,10831
Siemens,Business Development Manager  ,Behavioural,social,Why Siemens Why this position Walk me through your CV,5. Siemens is a company that I have always admired. I am excited to be a part of this company and to contribute to its success.,1.0,10832
Siemens,Business Development Manager  ,Behavioural,social,Why Siemens Why this position Walk me through your CV,"1. Siemens is a global leader in the industrial automation and digitalization space, and I am excited to be a part of this company. I believe that my skills and experience in business development would be a valuable asset to Siemens, and I am confident that I can make a significant contribution to the company's growth.",5.0,10833
Siemens,Business Development Manager  ,Behavioural,social,Why Siemens Why this position Walk me through your CV,"2. I have always been interested in the industrial automation and digitalization space, and Siemens is a leader in this field. I believe that my skills and experience in business development would be a valuable asset to Siemens, and I am confident that I can make a significant contribution to the company's growth.",4.0,10834
Exante,Business Development Manager  ,Behavioural,social,normal inteview questions and follow ups,Response 4: I am a quick learner and I am always eager to take on new challenges. I am also a good listener and I am able to take feedback well. I am confident that I can continue to develop my skills and knowledge and become a valuable asset to Exante.,2.0,10835
Exante,Business Development Manager  ,Behavioural,social,normal inteview questions and follow ups,Response 5: I am a good fit for the culture at Exante and I am excited about the opportunity to work here. I am confident that I can make a positive contribution to Exante's success.,1.0,10836
Exante,Business Development Manager  ,Behavioural,social,normal inteview questions and follow ups,"Response 2: I have a strong understanding of the business development process, and I am confident that I can use my skills and experience to help Exante grow its business. I am also a strategic thinker and I am able to see the big picture. I am confident that I can make a significant contribution to Exante's success.",4.0,10837
Exante,Business Development Manager  ,Behavioural,social,normal inteview questions and follow ups,"Response 1: I am confident that I have the skills and experience necessary to be successful in this role. I have a proven track record of success in developing and executing business plans, and I am skilled at building relationships with clients and partners. I am also a strong communicator and have a proven ability to lead and motivate teams.",5.0,10838
Exante,Business Development Manager  ,Behavioural,social,normal inteview questions and follow ups,Response 3: I am a hard worker and I am always willing to go the extra mile. I am also a team player and I am able to work effectively with others. I am confident that I can make a positive contribution to Exante's team.,3.0,10839
BT,Business Development Manager  ,Behavioural,social,Informal and competency based questions were asked,3. I am a strong communicator and have a proven ability to build rapport with clients.,3.0,10840
BT,Business Development Manager  ,Behavioural,social,Informal and competency based questions were asked,5. I am eager to learn and am always looking for new ways to improve my skills.,1.0,10841
BT,Business Development Manager  ,Behavioural,social,Informal and competency based questions were asked,4. I am a strategic thinker and have a strong understanding of the business development process.,2.0,10842
BT,Business Development Manager  ,Behavioural,social,Informal and competency based questions were asked,1. I am confident in my ability to develop and maintain relationships with key stakeholders.,5.0,10843
BT,Business Development Manager  ,Behavioural,social,Informal and competency based questions were asked,2. I have a proven track record of success in developing and executing business development strategies.,4.0,10844
OYO,Business Development Manager  ,Behavioural,social,Role play on how would you convince a hotel owner to come and join the business with OYO,I would try to convince the hotel owner by emphasizing the benefits of OYO's marketing and technology platform. I would also highlight the fact that OYO is a global company with a strong brand.,2.0,10845
OYO,Business Development Manager  ,Behavioural,social,Role play on how would you convince a hotel owner to come and join the business with OYO,"I would focus on the benefits of OYO for the hotel owner, such as the increased revenue and brand awareness that OYO can provide. I would also highlight the fact that OYO is a well-established company with a proven track record.",3.0,10846
OYO,Business Development Manager  ,Behavioural,social,Role play on how would you convince a hotel owner to come and join the business with OYO,I would try to convince the hotel owner by offering them a low commission rate. I would also highlight the fact that OYO is a well-known brand and that joining OYO would give the hotel owner access to a large customer base.,1.0,10847
OYO,Business Development Manager  ,Behavioural,social,Role play on how would you convince a hotel owner to come and join the business with OYO,"I would start by explaining the benefits of OYO to the hotel owner, such as the increased exposure and marketing that OYO can provide, as well as the support and resources that OYO offers its hotel partners. I would also highlight the fact that OYO is a rapidly growing company, and that joining OYO now would give the hotel owner the opportunity to be a part of that growth.",5.0,10848
OYO,Business Development Manager  ,Behavioural,social,Role play on how would you convince a hotel owner to come and join the business with OYO,I would try to build rapport with the hotel owner by asking them about their business and their goals. I would then explain how OYO can help them achieve those goals. I would also be prepared to answer any questions that the hotel owner may have.,4.0,10849
Nokia,Business Development Manager  ,Behavioural,social,Technical interview,3. I am a strong communicator and I am able to build relationships with key stakeholders.,3.0,10850
Nokia,Business Development Manager  ,Behavioural,social,Technical interview,5. I am eager to learn and I am always looking for ways to improve my skills.,1.0,10851
Nokia,Business Development Manager  ,Behavioural,social,Technical interview,"1. I have a strong understanding of the technical aspects of the business development process, and I am able to apply this knowledge to develop and execute successful business development strategies.",5.0,10852
Nokia,Business Development Manager  ,Behavioural,social,Technical interview,4. I am a self-motivated and results-oriented individual.,2.0,10853
Nokia,Business Development Manager  ,Behavioural,social,Technical interview,"2. I am able to identify and evaluate new market opportunities, and I have a proven track record of developing and implementing successful business development initiatives.",4.0,10854
Fujitsu,Business Development Manager  ,Fresher,technical,All were experience based questions,Response 3: I have a strong understanding of the business development process and the challenges that businesses face in today's competitive environment. I am confident that I can develop and execute a successful business development strategy for Fujitsu.,3.0,10855
Fujitsu,Business Development Manager  ,Fresher,technical,All were experience based questions,"Response 1: I have a proven track record of success in developing and executing business development strategies. In my previous role at IBM, I was responsible for developing and executing a new business development strategy that resulted in a 20% increase in sales.",5.0,10856
Fujitsu,Business Development Manager  ,Fresher,technical,All were experience based questions,Response 5: I am eager to learn and grow in my career. I am confident that I can develop the skills and experience necessary to be successful in this role.,1.0,10857
Fujitsu,Business Development Manager  ,Fresher,technical,All were experience based questions,Response 2: I am a highly motivated and results-oriented individual with a strong passion for business development. I am confident that I have the skills and experience necessary to be successful in this role.,4.0,10858
Fujitsu,Business Development Manager  ,Fresher,technical,All were experience based questions,Response 4: I am a team player with a strong work ethic. I am confident that I can work effectively with others to develop and execute a successful business development strategy.,2.0,10859
OYO,Business Development Manager  ,Behavioural,social,Tell me about the toughest negotiation you ever had,I was able to get my cable company to agree to a $10/month decrease in my bill,1.0,10860
OYO,Business Development Manager  ,Behavioural,social,Tell me about the toughest negotiation you ever had,I was able to get a vendor to agree to a 10% discount on their services,3.0,10861
OYO,Business Development Manager  ,Behavioural,social,Tell me about the toughest negotiation you ever had,I was able to get my landlord to agree to a $50/month decrease in rent,2.0,10862
OYO,Business Development Manager  ,Behavioural,social,Tell me about the toughest negotiation you ever had,"I was able to get a client to agree to a 6-month contract, even though they initially wanted a 1-year contract",4.0,10863
OYO,Business Development Manager  ,Behavioural,social,Tell me about the toughest negotiation you ever had,I was able to negotiate a 20% increase in salary for my team,5.0,10864
OYO,Business Development Manager  ,Behavioural,social,Learnings from the previous role,I learned how to **manage multiple projects simultaneously** and **meet deadlines**.,4.0,10865
OYO,Business Development Manager  ,Behavioural,social,Learnings from the previous role,I learned how to **handle difficult situations** and **stay calm under pressure**.,2.0,10866
OYO,Business Development Manager  ,Behavioural,social,Learnings from the previous role,I learned how to **work effectively in a team** and **communicate effectively**.,3.0,10867
OYO,Business Development Manager  ,Behavioural,social,Learnings from the previous role,I learned the importance of **continuous learning** and **staying up-to-date on industry trends**.,1.0,10868
OYO,Business Development Manager  ,Behavioural,social,Learnings from the previous role,I learned the importance of **customer-centricity** and **relationship building**.,5.0,10869
NHS,Business Intelligence Development Manager  ,Behavioural,social,why we must select you,I am a team player with excellent communication and interpersonal skills.,3.0,10870
NHS,Business Intelligence Development Manager  ,Behavioural,social,why we must select you,I am a quick learner and I am always eager to take on new challenges.,2.0,10871
NHS,Business Intelligence Development Manager  ,Behavioural,social,why we must select you,I have a proven track record of success in developing and implementing BI solutions that have resulted in significant business benefits.,5.0,10872
NHS,Business Intelligence Development Manager  ,Behavioural,social,why we must select you,I am a highly motivated and results-oriented individual with a strong passion for BI.,4.0,10873
NHS,Business Intelligence Development Manager  ,Behavioural,social,why we must select you,I am confident that I have the skills and experience that you are looking for in a BI Development Manager.,1.0,10874
Exiger,Business Development Manager  ,Situational,management,What do you know about selling into big corporations vs big banks,I have a basic understanding of the sales process for selling into big corporations and big banks. I am confident that I can learn the necessary skills to be successful in this role.,1.0,10875
Exiger,Business Development Manager  ,Situational,management,What do you know about selling into big corporations vs big banks,I am aware of the different pricing strategies that are used to sell into big corporations and big banks. I am confident that I can develop a pricing strategy that will be attractive to my target customers.,2.0,10876
Exiger,Business Development Manager  ,Situational,management,What do you know about selling into big corporations vs big banks,I am familiar with the different sales channels that are available for selling into big corporations and big banks. I am confident that I can use the right channels to reach my target customers.,3.0,10877
Exiger,Business Development Manager  ,Situational,management,What do you know about selling into big corporations vs big banks,I have a lot of experience selling into both big corporations and big banks. I know the different challenges and opportunities that each presents.,5.0,10878
Exiger,Business Development Manager  ,Situational,management,What do you know about selling into big corporations vs big banks,I have a strong understanding of the financial services industry and the unique needs of big banks. I am confident that I can successfully sell our products and services to this target market.,4.0,10879
Amaris Consulting,Business Development Manager  ,Behavioural,social,Forecasted Business Plan Forecasted Recruitment Plan Forecasted Client Plan,"I have a detailed plan for each of these areas, which I have been working on for the past few months.",5.0,10880
Amaris Consulting,Business Development Manager  ,Behavioural,social,Forecasted Business Plan Forecasted Recruitment Plan Forecasted Client Plan,"I have some ideas for each of these areas, but I need more information before I can develop detailed plans.",3.0,10881
Amaris Consulting,Business Development Manager  ,Behavioural,social,Forecasted Business Plan Forecasted Recruitment Plan Forecasted Client Plan,I do not have any plans for these areas.,1.0,10882
Amaris Consulting,Business Development Manager  ,Behavioural,social,Forecasted Business Plan Forecasted Recruitment Plan Forecasted Client Plan,"I have a general idea of what I want to achieve in each of these areas, but I need more time to develop detailed plans.",4.0,10883
Amaris Consulting,Business Development Manager  ,Behavioural,social,Forecasted Business Plan Forecasted Recruitment Plan Forecasted Client Plan,I am not sure what I want to achieve in each of these areas.,2.0,10884
Salesforce,"Sales, Business Development Manager  ",Behavioural,social,What have you learnt in your previous role that could help You,"I learned how to build and maintain relationships with key stakeholders, which will be essential in this role.",5.0,10885
Salesforce,"Sales, Business Development Manager  ",Behavioural,social,What have you learnt in your previous role that could help You,"I learned how to identify and close deals, which will be critical to my success in this role.",4.0,10886
Salesforce,"Sales, Business Development Manager  ",Behavioural,social,What have you learnt in your previous role that could help You,"I learned how to be a great listener and build rapport with customers, which will be essential in developing long-term relationships.",1.0,10887
Salesforce,"Sales, Business Development Manager  ",Behavioural,social,What have you learnt in your previous role that could help You,"I learned how to manage a team of sales representatives, which will be important as I grow into this role.",3.0,10888
Salesforce,"Sales, Business Development Manager  ",Behavioural,social,What have you learnt in your previous role that could help You,"I learned how to handle rejection and overcome objections, which will help me stay motivated in this competitive industry.",2.0,10889
intigriti,Senior Business Development Manager  ,Fresher,technical,What experience do you have within SaaS sales,I have no experience in SaaS sales.,1.0,10890
intigriti,Senior Business Development Manager  ,Fresher,technical,What experience do you have within SaaS sales,"I have 5+ years of experience in SaaS sales, with a proven track record of success in closing deals. I have a deep understanding of the SaaS sales process and a strong ability to build relationships with customers.",5.0,10891
intigriti,Senior Business Development Manager  ,Fresher,technical,What experience do you have within SaaS sales,"I have 1+ year of experience in SaaS sales, with a limited understanding of the sales process. I am eager to learn and grow in this role and am confident that I can make a contribution to your team.",2.0,10892
intigriti,Senior Business Development Manager  ,Fresher,technical,What experience do you have within SaaS sales,"I have 3+ years of experience in SaaS sales, with a solid understanding of the sales process and a proven ability to close deals. I am eager to learn and grow in this role and am confident that I can make a significant contribution to your team.",4.0,10893
intigriti,Senior Business Development Manager  ,Fresher,technical,What experience do you have within SaaS sales,"I have 2+ years of experience in SaaS sales, with a basic understanding of the sales process. I am eager to learn and grow in this role and am confident that I can make a valuable contribution to your team.",3.0,10894
Talan,Business Development Manager  ,Behavioural,social,General questions about career background and sales results,I am a highly motivated and driven individual who is always looking for new challenges.,3.0,10895
Talan,Business Development Manager  ,Behavioural,social,General questions about career background and sales results,"I have a proven track record of success in sales, with a 100% close rate on my last 10 deals.",5.0,10896
Talan,Business Development Manager  ,Behavioural,social,General questions about career background and sales results,I am eager to learn and grow in my career.,1.0,10897
Talan,Business Development Manager  ,Behavioural,social,General questions about career background and sales results,I am a team player who is able to work effectively with others.,2.0,10898
Talan,Business Development Manager  ,Behavioural,social,General questions about career background and sales results,I have a strong understanding of the sales process and am able to quickly build rapport with clients.,4.0,10899
American Express,Business Development Manager  ,Behavioural,social,describe a time you went above and beyond to solve a complex problem,I stayed late and worked through the weekend to finish a project that was due the following Monday.,5.0,10900
American Express,Business Development Manager  ,Behavioural,social,describe a time you went above and beyond to solve a complex problem,I volunteered to lead a team of engineers to solve a complex problem.,4.0,10901
American Express,Business Development Manager  ,Behavioural,social,describe a time you went above and beyond to solve a complex problem,I provided feedback on a colleague's work that helped them to improve their performance.,1.0,10902
American Express,Business Development Manager  ,Behavioural,social,describe a time you went above and beyond to solve a complex problem,I offered to help a colleague who was struggling with a project.,2.0,10903
American Express,Business Development Manager  ,Behavioural,social,describe a time you went above and beyond to solve a complex problem,I took on a challenging project that was outside of my normal scope of work.,3.0,10904
TransferGo,Business Development Manager  ,Introductory,speaking,How will your skills and experience benefit and add to the team here at Transfergo,I have a deep understanding of the business development landscape and a strong network of contacts in the industry. I am confident that I can use my skills and experience to help TransferGo identify and capitalize on new opportunities.,3.0,10905
TransferGo,Business Development Manager  ,Introductory,speaking,How will your skills and experience benefit and add to the team here at Transfergo,"I have a proven track record of success in developing and executing business development strategies. In my previous role at XYZ Company, I was responsible for developing and implementing a new business development strategy that resulted in a 20% increase in sales. I am confident that I can use my skills and experience to help TransferGo achieve its growth goals.",5.0,10906
TransferGo,Business Development Manager  ,Introductory,speaking,How will your skills and experience benefit and add to the team here at Transfergo,I am eager to learn and grow. I am confident that I can develop the skills and experience necessary to be a successful business development manager at TransferGo.,1.0,10907
TransferGo,Business Development Manager  ,Introductory,speaking,How will your skills and experience benefit and add to the team here at Transfergo,I am a team player with a strong work ethic. I am confident that I can contribute to the team and help TransferGo achieve its goals.,2.0,10908
TransferGo,Business Development Manager  ,Introductory,speaking,How will your skills and experience benefit and add to the team here at Transfergo,I am a highly motivated and results-oriented individual with a strong passion for business development. I am confident that I can use my skills and experience to help TransferGo grow its business and reach new customers.,4.0,10909
Focus Reports,International Business Development Manager  ,Situational,management,Why do you want to work for Focus Reports,"I am looking for a job, and Focus Reports is the first company that has offered me an interview.",1.0,10910
Focus Reports,International Business Development Manager  ,Situational,management,Why do you want to work for Focus Reports,"I am looking for a company that offers a competitive salary and benefits, and Focus Reports meets my needs.",2.0,10911
Focus Reports,International Business Development Manager  ,Situational,management,Why do you want to work for Focus Reports,"I am looking for a new challenge, and I believe that Focus Reports is the perfect company for me to grow my career.",4.0,10912
Focus Reports,International Business Development Manager  ,Situational,management,Why do you want to work for Focus Reports,"I am impressed by the company's growth and success, and I believe that I can help to contribute to that success.",3.0,10913
Focus Reports,International Business Development Manager  ,Situational,management,Why do you want to work for Focus Reports,"I am passionate about the work that Focus Reports does, and I believe that my skills and experience would be a valuable asset to the team.",5.0,10914
ClassHose,Business Development Manager  ,Behavioural,social,how to deal with your client,"3. **Be patient and understanding, even if they are being difficult.**",3.0,10915
ClassHose,Business Development Manager  ,Behavioural,social,how to deal with your client,2. **Acknowledge their concerns and offer solutions.**,4.0,10916
ClassHose,Business Development Manager  ,Behavioural,social,how to deal with your client,4. **Set boundaries and stick to them.**,2.0,10917
ClassHose,Business Development Manager  ,Behavioural,social,how to deal with your client,1. **Apologize sincerely and try to understand their perspective.**,5.0,10918
ClassHose,Business Development Manager  ,Behavioural,social,how to deal with your client,5. **End the conversation if they are becoming abusive or unreasonable.**,1.0,10919
Dicker Data,Business Development Manager  ,Behavioural,social,Experience from for employers,I am a team player with excellent communication and interpersonal skills.,2.0,10920
Dicker Data,Business Development Manager  ,Behavioural,social,Experience from for employers,I am eager to learn and grow in my career.,1.0,10921
Dicker Data,Business Development Manager  ,Behavioural,social,Experience from for employers,I am a strategic thinker with a strong understanding of the B2B sales process.,4.0,10922
Dicker Data,Business Development Manager  ,Behavioural,social,Experience from for employers,I am a highly motivated and results-oriented individual.,3.0,10923
Dicker Data,Business Development Manager  ,Behavioural,social,Experience from for employers,I have a proven track record of success in developing and executing business development strategies.,5.0,10924
Madura Fashion,Manager - Retail Business Development  ,Situational,management,How do you handle ethical delimas in your job,"I do whatever my boss tells me to do, even if it's unethical.",1.0,10925
Madura Fashion,Manager - Retail Business Development  ,Situational,management,How do you handle ethical delimas in your job,I avoid making decisions that could have a negative impact on others.,2.0,10926
Madura Fashion,Manager - Retail Business Development  ,Situational,management,How do you handle ethical delimas in your job,I always consult with my manager and/or legal counsel to get guidance on how to proceed.,5.0,10927
Madura Fashion,Manager - Retail Business Development  ,Situational,management,How do you handle ethical delimas in your job,"I try to find a solution that benefits everyone involved, even if it means taking a loss.",4.0,10928
Madura Fashion,Manager - Retail Business Development  ,Situational,management,How do you handle ethical delimas in your job,I weigh the pros and cons of each decision and choose the option that I believe is the most ethical.,3.0,10929
Vidyasagar Classes,Business Development Manager  ,Fresher,technical,Introduction and work experience,Gave a brief overview of my work experience and answered questions about it,3.0,10930
Vidyasagar Classes,Business Development Manager  ,Fresher,technical,Introduction and work experience,Did not introduce myself or talk about my work experience,1.0,10931
Vidyasagar Classes,Business Development Manager  ,Fresher,technical,Introduction and work experience,Summarized my work experience and highlighted my key accomplishments,4.0,10932
Vidyasagar Classes,Business Development Manager  ,Fresher,technical,Introduction and work experience,Spoke about my work experience in general terms and did not answer questions about it,2.0,10933
Vidyasagar Classes,Business Development Manager  ,Fresher,technical,Introduction and work experience,Introduced myself and my work experience,5.0,10934
Acuris Global,Business Development Manager  ,Behavioural,social,Where would you picture yourself to be,5. Starting out in my career as a Business Development Manager,1.0,10935
Acuris Global,Business Development Manager  ,Behavioural,social,Where would you picture yourself to be,4. Working as a Business Development Manager at a small company,2.0,10936
Acuris Global,Business Development Manager  ,Behavioural,social,Where would you picture yourself to be,2. Leading a team of Business Development Managers,4.0,10937
Acuris Global,Business Development Manager  ,Behavioural,social,Where would you picture yourself to be,3. Working as a Business Development Manager at a large company,3.0,10938
Acuris Global,Business Development Manager  ,Behavioural,social,Where would you picture yourself to be,1. Running my own business,5.0,10939
Investors Clinic,Business Development Manager  ,Situational,management,they asked do you have proper knowledge of the routes and city,"I am familiar with the major routes in the city, but I may need to ask for directions if I am unfamiliar with a particular area.",3.0,10940
Investors Clinic,Business Development Manager  ,Situational,management,they asked do you have proper knowledge of the routes and city,I have no knowledge of the city and would be completely lost without directions.,1.0,10941
Investors Clinic,Business Development Manager  ,Situational,management,they asked do you have proper knowledge of the routes and city,I am not familiar with the city and would need to rely on a GPS or map to get around.,2.0,10942
Investors Clinic,Business Development Manager  ,Situational,management,they asked do you have proper knowledge of the routes and city,I have been working in this city for the past 5 years and have a good understanding of the routes and city.,5.0,10943
Investors Clinic,Business Development Manager  ,Situational,management,they asked do you have proper knowledge of the routes and city,I have a good sense of direction and can usually find my way around new places.,4.0,10944
Abengoa,Business Development Manager  ,Behavioural,social,They tried to get me to give information of the competition which I wouldnt do at the interview,I asked them why they wanted to know about my competitors.,2.0,10945
Abengoa,Business Development Manager  ,Behavioural,social,They tried to get me to give information of the competition which I wouldnt do at the interview,"I said that I would be happy to share information about my own company, but not about our competitors.",3.0,10946
Abengoa,Business Development Manager  ,Behavioural,social,They tried to get me to give information of the competition which I wouldnt do at the interview,I told them that I am not comfortable sharing information about my competitors.,5.0,10947
Abengoa,Business Development Manager  ,Behavioural,social,They tried to get me to give information of the competition which I wouldnt do at the interview,I explained that I am bound by a confidentiality agreement with my current employer.,4.0,10948
Abengoa,Business Development Manager  ,Behavioural,social,They tried to get me to give information of the competition which I wouldnt do at the interview,I refused to answer the question.,1.0,10949
RapidValue Solutions,Business Development Manager  ,Behavioural,social,Basic question about the past work exp,I was able to successfully manage a team of sales representatives and achieve sales goals.,3.0,10950
RapidValue Solutions,Business Development Manager  ,Behavioural,social,Basic question about the past work exp,I was able to build strong relationships with key decision-makers and generate leads.,4.0,10951
RapidValue Solutions,Business Development Manager  ,Behavioural,social,Basic question about the past work exp,I was able to successfully increase sales by 15% in my previous role.,5.0,10952
RapidValue Solutions,Business Development Manager  ,Behavioural,social,Basic question about the past work exp,I am a hard worker and I am always willing to go the extra mile.,1.0,10953
RapidValue Solutions,Business Development Manager  ,Behavioural,social,Basic question about the past work exp,I have a proven track record of success in sales.,2.0,10954
SANY Group,Business Development Manager  ,Behavioural,social,Check your previous work exprience,I have a proven track record of success in developing and executing business development strategies.,5.0,10955
SANY Group,Business Development Manager  ,Behavioural,social,Check your previous work exprience,I am a team player with excellent communication and interpersonal skills.,2.0,10956
SANY Group,Business Development Manager  ,Behavioural,social,Check your previous work exprience,I am a strategic thinker with a strong understanding of the market and the needs of customers.,4.0,10957
SANY Group,Business Development Manager  ,Behavioural,social,Check your previous work exprience,I am a quick learner and I am always willing to take on new challenges.,1.0,10958
SANY Group,Business Development Manager  ,Behavioural,social,Check your previous work exprience,I am a highly motivated and results-oriented individual with a proven ability to close deals.,3.0,10959
"Toys ""R"" Us",Business Development Manager  ,Behavioural,social,my name and all what is your name,[Candidate's last name],2.0,10960
"Toys ""R"" Us",Business Development Manager  ,Behavioural,social,my name and all what is your name,My name is [candidate's name],5.0,10961
"Toys ""R"" Us",Business Development Manager  ,Behavioural,social,my name and all what is your name,[Candidate's initials],3.0,10962
"Toys ""R"" Us",Business Development Manager  ,Behavioural,social,my name and all what is your name,[Candidate's name],4.0,10963
"Toys ""R"" Us",Business Development Manager  ,Behavioural,social,my name and all what is your name,[Candidate's first name],1.0,10964
E-Tech IT,Business Development Manager  ,Behavioural,social,What is the successful account that you develop,I increased sales by 20% in the first year by developing a strong relationship with the key decision-maker.,5.0,10965
E-Tech IT,Business Development Manager  ,Behavioural,social,What is the successful account that you develop,I developed a new product line that was very successful in the market.,4.0,10966
E-Tech IT,Business Development Manager  ,Behavioural,social,What is the successful account that you develop,I increased market share by 5% by developing a targeted marketing campaign.,3.0,10967
E-Tech IT,Business Development Manager  ,Behavioural,social,What is the successful account that you develop,I increased customer satisfaction by 10% by implementing a new customer service program.,1.0,10968
E-Tech IT,Business Development Manager  ,Behavioural,social,What is the successful account that you develop,I successfully negotiated a new contract with a major client.,2.0,10969
MeaningfulWork,Business Development Manager  ,Behavioural,social,Why are you interested in joining MeaningfulWork,"I am looking for a job, and MeaningfulWork is a company that I am applying to. I am not sure if I am a good fit for the company, but I am interested in learning more about the opportunity.",1.0,10970
MeaningfulWork,Business Development Manager  ,Behavioural,social,Why are you interested in joining MeaningfulWork,"I am looking for a company that is aligned with my values, and I believe that MeaningfulWork is a great fit. I am excited about the opportunity to work with a team of passionate and dedicated individuals, and I believe that I can make a positive impact on the company's mission.",4.0,10971
MeaningfulWork,Business Development Manager  ,Behavioural,social,Why are you interested in joining MeaningfulWork,"I am looking for a new challenge, and I believe that MeaningfulWork is a great opportunity for me to grow and develop my skills. I am excited about the opportunity to work with a team of talented individuals, and I believe that I can make a significant contribution to the company.",3.0,10972
MeaningfulWork,Business Development Manager  ,Behavioural,social,Why are you interested in joining MeaningfulWork,"I am passionate about making a positive impact on the world, and I believe that MeaningfulWork is an organization that is truly making a difference. I am impressed by the company's mission and values, and I believe that I can make a significant contribution to the team.",5.0,10973
MeaningfulWork,Business Development Manager  ,Behavioural,social,Why are you interested in joining MeaningfulWork,"I am looking for a new job, and MeaningfulWork is a company that I am interested in. I am impressed by the company's growth and success, and I believe that I can make a contribution to the team.",2.0,10974
Lumenis,Business Development Manager  ,Experienced,technical,Why we should hire Why you are looking for change,3. I am looking for a company that offers more opportunities for growth and development.,3.0,10975
Lumenis,Business Development Manager  ,Experienced,technical,Why we should hire Why you are looking for change,2. I am looking for a company that is more aligned with my values and goals.,4.0,10976
Lumenis,Business Development Manager  ,Experienced,technical,Why we should hire Why you are looking for change,4. I am looking for a company that is more stable and has a better track record.,2.0,10977
Lumenis,Business Development Manager  ,Experienced,technical,Why we should hire Why you are looking for change,1. I am looking for a new challenge where I can use my skills and experience to make a greater impact.,5.0,10978
Lumenis,Business Development Manager  ,Experienced,technical,Why we should hire Why you are looking for change,5. I am looking for a company that is closer to home.,1.0,10979
